,a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,release,scrapped,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,soft_solder,bond_wire2,article
427,481652,615165,ZHT431FM,9Y28BASIC.7: 4(ringprobed),IC,SMD,LFSOT23,AU,True,False,TA,80654.0,79780.0,73.0,4188.0,75519.0,0.9465906242165957,2019-07-09 00:00:00.000,827,False,True,Ausbeute,V_ref offen,"<font color=""#3F3F3F"">5% Totalausfall: V_ref offen (Bin 13) .

<font color=""#3F3F3F"">FA: 8x V_ref-Draht &nbsp;abgelöst (5x Wedge 3x Ball).

<font color=""#3F3F3F"">-< 48h TC, dann Nachmessung kompletter Posten.

keine Ausfälle nach TC, Pull-Test <font color=""#22B14C"">-< Freigabe.",felix-kannemann,2019-07-08 16:14:37.340,felix-kannemann,2019-07-01 12:15:44.783,293; 287; 231; 221,AOT40101; HP40186; AOT40101; AOT40101,103; 1023; 103; 103,,ZR43101XF,LEADFRAME DZN 1020,,"GOLDDRAHT 0,022MM",A171N1.72.4
428,481654,615167,ZMR500F,9Y09TOWNS.1: 7(probed),IC,SMD,LFSOT23,AU,True,False,TA,121138.0,88399.0,31.0,6920.0,81448.0,0.9213678887770224,2019-06-28 00:00:00.000,826,False,True,Ausbeute,V_out,"TA (V_out): 5% TP1&amp;3, 11%TP2.

FA: 4x V_out-Draht an Wedge abgelöst.

-< NM 3k: i.O.

<font color=""#22B14C"">-< Freigabe.",felix-kannemann,2019-07-01 12:15:17.297,felix-kannemann,2019-07-01 09:56:26.420,,,,,ZMR500XF,LEADFRAME DZN 1011,,"GOLDDRAHT 0,022MM",A171L1.72.4
429,481202,614974,ZXMN6A11G,9Y25DOTTY.4: 18(probed),UMOS,SMD,SOT223,CU,True,False,TA,194149.0,187997.0,74.0,2329.0,185594.0,0.9872178811364011,2019-07-11 00:00:00.000,825,False,False,Prozessfehler,Mold issue,"Gehäuse nicht ausgeformt.

-< Selektion notwendig.

-< Check Selektion über AOI beim Vereinzeln (GHo).",ingo-hoerselmann,2019-06-28 11:11:21.943,ingo-hoerselmann,2019-06-28 11:09:04.420,,,,nMOSe,ZXMN6A11D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,038 MM",A224F1.324.1
430,481154,614932,ZMR330F,9Y19EPOCH.4: 15(unprobed),IC,SMD,LFSOT23,AU,False,True,TA,305820.0,304907.0,509.0,6968.0,297430.0,0.9754777686310908,2019-06-28 00:00:00.000,824,False,True,Ausbeute,V_OUT,"5% TA (V_out) bei TP 5.

FA: 7x V_out-Draht gerissen (4x oberhalb Ball-Bondstelle, 3x an Wedge), 2x Epoxy an Chipkante hochgelaufen.

-< NM 3k von TP5: 1 TA V_out.

<font color=red>-< TP5 verschrotten (IH).",felix-kannemann,2019-07-04 12:26:13.977,felix-kannemann,2019-06-27 09:56:50.843,,,,,ZMR330F,LEADFRAME DZN 1011,,"GOLDDRAHT 0,022MM",A171L1.72.4
431,481155,614933,ZMR500F,9Y17GNATS.5: 7(unprobed),IC,SMD,LFSOT23,AU,True,False,TA,142716.0,138516.0,277.0,11432.0,126807.0,0.9154682491553322,2019-06-27 00:00:00.000,822,False,True,Ausbeute,V_OUT,"Totalausfall: TP1 3,8%, TP2 7%, TP3 13,5% (V_OUT).

Notiz über mögliche niedergedrückte Bonddrähte auf PBK von TP2.

FA: 8x V_out-Draht gelöst (Ball).

-< NM: 3k von TP3: i.O..

<font color=""#22B14C"">-< Freigabe.

auch Lot 481156 betroffen (V_out TA), NM 3k i.O. <font color=""#22B14C"">-< Freigabe.",ingo-hoerselmann,2019-06-28 10:28:31.290,felix-kannemann,2019-06-25 09:40:19.953,,,,,ZMR500XF,LEADFRAME DZN 1011,,"GOLDDRAHT 0,022MM",A171L1.72.4
432,474183,612854,ZXCT1008F,9Y17DEBAR.1: 12(probed),IC,SMD,LFSOT23,AU,True,False,TA,192116.0,192373.0,95706.0,845.0,95822.0,0.4981052434593212,2019-05-06 00:00:00.000,820,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:30:36.687,christoph-siebert,2019-06-20 12:04:48.627,275; 275; 293; 328,HP40186; HP40186; HP40186; HP40186,1023; 1023; 1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
433,479171,614244,ZXCT1008QF,9Y22LACKS.2: 10(probed),IC,SMD,LFSOT23,AU,True,False,TA,141413.0,140343.0,30370.0,130.0,109843.0,0.7826753026513613,2019-06-17 00:00:00.000,819,True,False,Ausbeute,Iout,WPS gesendet.,dbo,2019-07-22 13:48:42.530,christoph-siebert,2019-06-20 11:39:36.263,293; 293; 275,HP40186; HP40186; HP40186,1023; 1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
434,477404,613362,ZXCT1008QF,9Y18BAILS.2: 12(probed),IC,SMD,LFSOT23,AU,True,False,TC,202940.0,202070.0,88275.0,248.0,113547.0,0.5619191369327461,2019-05-28 00:00:00.000,818,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:30:14.390,christoph-siebert,2019-06-20 11:38:13.193,225; 225; 229; 331,HP40186; HP40186; HP40186; HP40186,1023; 1023; 1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.5
435,477402,613360,ZXCT1008F,9Y18BAILS.2: 4(probed),IC,SMD,LFSOT23,AU,True,False,TA,67928.0,67794.0,35450.0,52.0,32292.0,0.4763253385255332,2019-05-28 00:00:00.000,817,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:30:25.203,christoph-siebert,2019-06-20 11:36:37.350,229,HP40186,1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
436,477403,613361,ZXCT1008QF,9Y18BAILS.2: 5(probed),IC,SMD,LFSOT23,AU,True,False,TA,81829.0,80880.0,23539.0,123.0,57218.0,0.7074431256181998,2019-05-27 00:00:00.000,816,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:29:44.893,christoph-siebert,2019-06-20 11:35:02.453,229,HP40186,1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
437,474181,612852,ZXCT1008QF,9Y14SHOCK.6: 6(probed),IC,SMD,LFSOT23,AU,True,False,TC,89183.0,88620.0,44692.0,320.0,43608.0,0.49207853757616793,2019-05-03 00:00:00.000,815,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:30:46.687,christoph-siebert,2019-06-20 11:30:34.790,331; 225,HP40186; HP40186,1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.5
438,474180,612851,ZXCT1008QF,9Y14SHOCK.2: 8(probed),IC,SMD,LFSOT23,AU,True,False,TA,98596.0,96835.0,20957.0,1247.0,74631.0,0.77070274177725,2019-05-08 00:00:00.000,814,True,False,Ausbeute,Iout,WPS 32/2019 gesendet am 24.06.2019.,dbo,2019-06-26 11:30:57.877,christoph-siebert,2019-06-20 11:26:18.063,275; 325,HP40186; HP40186,1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
439,479754,614547,FZT753Q,9Y24METED.7: 15(unprobed),MT,SMD,SOT223,AU,False,False,TA,192144.0,190656.0,434.0,1001.0,189221.0,0.9924733551527358,2019-06-20 00:00:00.000,813,False,False,Q-Fehler,Whisker,"Zinnanhäufungen an Anschlüssen (Whisker).

-< betroffen weitere Flat-Lots: 479752, 480518.",martin-krausse,2019-06-19 12:18:52.737,ingo-hoerselmann,2019-06-19 12:17:57.640,,,,pnp,FZT753D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A222E1.21.1
440,480518,614761,ZVN4306GV,9Y27TILLS.4: 11(unprobed),MOSFET-H,SMD,SOT223,CU,False,False,TA,59372.0,58959.0,695.0,1346.0,56918.0,0.9653827235875778,2019-06-20 00:00:00.000,812,False,False,Q-Fehler,Whisker,"Zinnanhäufungen an Anschlüssen (Whisker).

-< betroffen weitere Flat-Lots: 479754, <font face=""Times New Roman""
size=2 color=black><strong>479752</strong>.",martin-krausse,2019-06-19 12:17:41.960,ingo-hoerselmann,2019-06-19 12:16:47.410,,,,nMOSe,ZVN4306GVD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224Q1.327.1
441,479752,614545,BSP75G,9Y23GNARL.5: 2(ringprobed); 9Y23GNARL.7: 2(probed); 9Y23GNARL.4: 8(probed); 9Y23GNARL.6: 13(unprobed),SVMOS,SMD,SOT223,AU,True,False,TA,135934.0,135611.0,2569.0,3925.0,129117.0,0.9521130291790489,2019-06-20 00:00:00.000,811,False,False,Q-Fehler,Whisker,"Zinnanhäufungen an Anschlüssen (Whisker).

-< betroffen weitere SOT223-Lots: 479754, 480518.

-< Verzinnsäcke gereinigt (+ check Knut).

-< Zn-Schichtdicke am unteren Limit.

<font color=""#22B14C"">=< Freigabe durch HHa.",martin-krausse,2019-06-28 10:27:24.680,ingo-hoerselmann,2019-06-19 12:14:28.700,,,,,BSP75D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,038 MM",A221F1.17.1
442,481150,614928,ZXMP6A13F,9Y17NIECE.1: 9(probed),UMOS,SMD,SOT23,CU,True,False,TA,169094.0,164164.0,128.0,903.0,163133.0,0.9937196949392071,2019-06-27 00:00:00.000,810,False,False,Q-Fehler,Bond,"Chipbeschädigungen.

-< betroffene 3k herausgetrennt.

-< Verschrottungsantrag geschrieben (IHö).",ingo-hoerselmann,2019-06-20 09:16:59.420,ingo-hoerselmann,2019-06-19 09:57:07.700,275; 225; 221; 275,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A164G1.444.4
443,479715,614542,ZXCT1008QF,9Y23BREWS.4: 9(probed),IC,SMD,LFSOT23,AU,True,False,TA,140365.0,139980.0,45375.0,166.0,94439.0,0.6746606658094013,2019-06-24 00:00:00.000,809,False,True,Q-Fehler,Epoxy-Overflow,"Epoxy auf Kollektorfahne.

-< vor Vereinzeln Bandende gekennzeichnet.

<font color=""#22B14C"">Optische Inspektion abgeschlossen.

-< weitere Action: Löttest nach Deflashen.",ingo-hoerselmann,2019-06-28 10:26:03.013,ingo-hoerselmann,2019-06-19 09:54:28.680,,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
444,479715,615948,ZXCT1008QF,9Y23BREWS.4: 9(probed),IC,SMD,LFSOT23,AU,True,False,TA,,,,,,,2019-07-10 00:00:00.000,809,False,True,Q-Fehler,Epoxy-Overflow,"Epoxy auf Kollektorfahne.

-< vor Vereinzeln Bandende gekennzeichnet.

<font color=""#22B14C"">Optische Inspektion abgeschlossen.

-< weitere Action: Löttest nach Deflashen.",ingo-hoerselmann,2019-06-28 10:26:03.013,ingo-hoerselmann,2019-06-19 09:54:28.680,,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.4
445,480450,614736,ZXM61N03F,8Y15PUPPY.3: 9(unprobed),HDMOS,SMD,SOT23,AU,True,False,TA,180738.0,169790.0,133.0,4253.0,165404.0,0.9741680899935214,2019-06-27 00:00:00.000,808,False,True,Ausbeute,"IDSS, IGSS","Final Test: 6% TA bei TP1 (IDSS, IGSS), Gesamt-Ausbeute 97%.

FA: 10 TA-BE geöffnet, 1x B-Draht aufliegend, Waferdaten i.O..

-< NM 3k von TP1: i.O..

<font color=""#22B14C"">-< Freigabe.",felix-kannemann,2019-06-27 11:50:36.670,ingo-hoerselmann,2019-06-19 09:46:58.697,275,HP40369,442,,,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT TYP 0,038 MM",A161I1.49.4
446,479189,614258,FZT951,9Y24TWANG.7: 21(unprobed),HT,SMD,SOT223,CU,False,True,TA,108199.0,107843.0,1383.0,1353.0,105107.0,0.9746297858924547,,807,False,True,Q-Fehler,?,"QJ (BVCB0, BVCE0 -< CB-Kurzschluss?).

FA: CB-Kurzschlüsse durch aufliegende Basis-Bonddrähte<font color=""#ED1C24""> bei 2 QJob-BE (je 1 BE von TP 1 &amp; 2).

-< <font color=""#ED1C24"">34 CB-Kurzschlüsse geöffnet, alle mit aufliegenden Bonddrähten (14x nur B-Draht, 19x B- &amp; unterer E-Draht, 1x beide E-Drähte), TP nicht zuordbar.

-< NM 5k pro TP.

-< <font color=""#ED1C24"">aufliegende Bonddrähte bei 4 BE aus TP 1 &amp; 3.

=< <font color=""#ED1C24"">Verschrotten (IH).",felix-kannemann,2019-07-04 12:32:15.750,felix-kannemann,2019-06-17 09:23:14.590,,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
447,Z090519,613616,NI1000NOTIN,,SEN SOT23,SMD,SEN,AU,True,False,TC,241588.0,239331.0,1863.0,586.0,236882.0,0.9897673097091476,2019-06-20 00:00:00.000,806,False,False,Q-Fehler,,"Plaste-Steg am Gehäuse eines BE je Schuss (1/160): TP3/9.

=< <font color=""#22B14C"">Selektion per AOI: abgeschlossen.",martin-krausse,2019-06-28 10:24:33.150,ingo-hoerselmann,2019-06-13 14:02:04.423,225; 293; 275; 325; 322; 225; 275; 322; 225; 293; 275; 322; 225; 275; 322; 289; 229; 229; 289; 289; 289; 275; 275; 289; 289; 289; 275,HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100; AOT40100,1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 104; 104; 104; 104; 104; 104; 104; 104; 104; 104; 104; 104,,,TRÄGERBAND TB 401 L-A veredelt,,"GOLDDRAHT 0,022MM",A1501.40.78.5
448,479165,614238,ZRC250F02,9Y19AEONS.6: 4(probed); 9Y19AEONS.7: 6(unprobed),IC,SMD,SOT23,AU,True,False,TA,210415.0,210056.0,767.0,67.0,209222.0,0.996029630193853,2019-06-24 00:00:00.000,805,False,False,Q-Fehler,,"Plaste-Steg am Gehäuse eines BE je Schuss (1/160): TP3+4(von4).

=< <font color=""#22B14C"">Selektion per AOI: abgeschlossen.",ingo-hoerselmann,2019-06-28 10:23:21.157,ingo-hoerselmann,2019-06-13 14:00:39.387,231; 328; 248; 236,HP40171; HP40171; HP40369; HP40369,250; 250; 442; 442,,ZR28502C,TRÄGERBAND TB 401 L-A veredelt,,"GOLDDRAHT 0,022MM",A161A1.42.4
449,479161,614234,FMMT593,9Y20BROKE.6: 6(unprobed),HT,SMD,SOT23,AU,True,False,TA,196838.0,196614.0,420.0,69.0,196125.0,0.9975128932832861,2019-06-25 00:00:00.000,804,False,False,Q-Fehler,,"Plaste-Steg am Gehäuse eines BE je Schuss (1/160): TP1/4.

=< <font color=""#22B14C"">Selektion per AOI: abgeschlossen.",ingo-hoerselmann,2019-06-28 10:23:09.640,ingo-hoerselmann,2019-06-13 13:58:59.190,248; 236; 248,HP40369; HP40369; HP40369,442; 442; 442,pnp,FMMT593C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,030 MM",A16171.34.4
450,479705,614535,FMMT493,9Y24TETRA.6: 6(unprobed),HT,SMD,SOT23,CU,True,False,TA,193325.0,191720.0,218.0,461.0,191041.0,0.9964583767994992,2019-06-21 00:00:00.000,803,False,False,Q-Fehler,,"Plaste-Steg am Gehäuse eines BE je Schuss (1/160): TP2+3(von4).

-< weitere Lots: 479161, 479165, Z090519.

=< <font color=""#22B14C"">Selektion per AOI: abgeschlossen.",ingo-hoerselmann,2019-06-28 10:21:53.280,ingo-hoerselmann,2019-06-13 13:53:44.603,322; 287; 328; 304; 304; 328; 304; 304,HP40186; HP40186; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,1023; 1023; 250; 250; 250; 250; 250; 250,npn,FMMT493C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,025MM Dr",A16451.434.4
451,479172,614245,ZXCT1008QF,9Y22LACKS.2: 11(probed),IC,SMD,LFSOT23,AU,False,False,TC,158689.0,158193.0,102829.0,863.0,54501.0,0.34452219756879254,2019-06-13 00:00:00.000,802,True,True,Ausbeute,Iout,WPS gesendet.,dbo,2019-07-22 13:49:09.840,martin-krausse,2019-06-13 08:00:50.517,304; 225; 231,HP40186; HP40186; HP40186,1023; 1023; 1023,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,"GOLDDRAHT 0,022MM",A171M1.72.5
452,478644,613995,FZT851-79,9Y23RADII.5: 21(unprobed),HT,SMD,SOT223,AU,True,False,TA,110789.0,110145.0,4672.0,1357.0,104116.0,0.9452630623269327,2019-06-07 00:00:00.000,801,False,True,Allg. & ZVR.,"EB-Schluss

EBC-Schluss","5 QJ (2xEB-Schluss, 3xEBC-Schluss).

FA: EBC-Kurschlüsse --< Überschläge, EB-Kurzschlüsse unbekannt.",martin-krausse,2019-06-14 11:17:38.370,martin-krausse,2019-06-07 08:41:25.130,,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,050 MM",A221P1.22.1
453,479174,614247,ZXTP23015CFH,9Y11SALON.5: 8(probed),SS6,SMD,LFSOT23,AU,True,False,TA,76678.0,68302.0,704.0,207.0,67391.0,0.9866621768030219,2019-06-24 00:00:00.000,800,False,False,Q-Fehler,,"Umstellung auf K&amp;S Bonder mit AuW: .

-< Ausbeute: 98,2%.

<font color=""#22B14C"">-< Freigabe.",ingo-hoerselmann,2019-06-13 14:11:25.973,ingo-hoerselmann,2019-06-06 10:49:51.903,229; 328; 304; 304,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,,X23P09CD,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,050 MM",A171U1.68.4
454,479709,614539,FMMT619,9Y23COOLS.6: 5(unprobed); 9Y23WISPS.6: 5(unprobed),ST,SMD,SOT23,CU,True,False,TA,191015.0,189061.0,2635.0,2077.0,184349.0,0.975076827055818,2019-06-11 00:00:00.000,799,False,False,Q-Fehler,,"Eutectic flow, P&amp;P, vereinzelt Abdrücke.

-< Ausbeute 97,50% .

<font color=""#22B14C"">Freigabe.",martin-krausse,2019-06-11 10:51:10.130,ingo-hoerselmann,2019-06-06 10:46:40.010,248; 248; 289; 236,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
455,478598,613973,ZXMN3B01F,9Y11ABASE.7: 7(probed); 9Y17OVERT.3: 3(probed),UMOS,SMD,SOT23,CU,True,False,TA,179283.0,176403.0,662.0,407.0,175334.0,0.9939400123580665,2019-06-04 00:00:00.000,798,False,False,Q-Fehler,RSM,"Rückseitenmetallisierung (9YABASE#24 + #25) abgelöst.

-< betroffen: nur TP4.

-< Rth-Test wird bei ATE temporär einfügen.

Ausbeute unauffällig --< <font color=""#22B14C"">Freigabe.",martin-krausse,2019-06-04 09:43:25.280,ingo-hoerselmann,2019-05-29 15:33:31.200,221; 275; 225,HP40186; HP40186; HP40186,1023; 1023; 1023,,ZXMN3B01C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164O1.444.4
456,478595,613970,ZRC330F02,9Y18TWIST.20: 1(probed); 9Y18TWIST.22: 2(ringprobed),IC,SMD,SOT23,AU,True,True,TA,62004.0,36900.0,134.0,18.0,36748.0,0.9958807588075881,2019-06-06 00:00:00.000,797,False,False,Q-Fehler,<font color=black>Sägeversatzfehler</font>,"Sägeversatzfehler: 9Y18TTWIST#12 betroffen und damit TP1.

-< TP1 verschrotten (IHö) <font color=""#BA1419"">-< Verschrottungsprotokoll =< geschrieben.

-< TP2 freigegeben.

<font color=""#22B14C"">=< 36k ausgeliefert.",ingo-hoerselmann,2019-06-12 16:14:49.627,ingo-hoerselmann,2019-05-29 15:16:28.243,325,HP40369,441,,,TRÄGERBAND TB 401 L-A veredelt,,"GOLDDRAHT 0,022MM",A161A1.42.4
457,474164,612835,FMMT415,9Y17JOKED.7: 3(probed),HT,SMD,SOT23,AU,True,False,TD,96345.0,95003.0,1.0,636.0,94366.0,0.9932949485805711,2019-05-09 00:00:00.000,796,False,False,Ausbeute,,"Yield 1% aber Auslieferung (9.Mai) der GW (ICB0+ICER, Vormessung vs Gurten mit abgespecktem Meßprogramm).

=< Meßzeit erhöht und ev. wieder okay.",martin-krausse,2019-05-28 10:50:43.233,ingo-hoerselmann,2019-05-28 09:59:38.500,292; 292; 292; 292; 229,HP40369; HP40369; HP40369; HP40369; HP40369,442; 442; 442; 442; 442,npn,ZTX415C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
458,Z290319,611613,KMZ10CM,,SEN SOT4W,SMD,SEN,AU,True,False,Schüttgut,35648.0,35286.0,,,35286.0,1.0,2019-06-20 00:00:00.000,795,False,True,Reklamation,,"sinnloses Öffnen von BE für &quot;verify corrective action) aus <font
color=black>Reklamation 20190012.

&nbsp;FA bei MK.",martin-krausse,2019-05-24 13:17:06.973,martin-krausse,2019-05-24 13:17:03.743,,,,,,EFTEC64T-1/2H für TS117S,,"AU-BETA-DRAHT 0,030 MM",A1508.10.76.3
459,Z280319,611611,KMZ10CM,,SEN SOT4W,SMD,SEN,AU,True,False,Schüttgut,34742.0,34517.0,,66.0,34451.0,0.9980878987165744,2019-06-07 00:00:00.000,794,False,True,Reklamation,,"sinnloses Öffnen von BE für &quot;verify corrective action) aus <font
color=black>Reklamation 20190012.

&nbsp;FA bei MK.",martin-krausse,2019-05-24 13:16:57.393,martin-krausse,2019-05-24 13:16:27.723,,,,,,EFTEC64T-1/2H für TS117S,,"AU-BETA-DRAHT 0,030 MM",A1508.10.76.3
460,Z270319,611609,KMZ10CM,,SEN SOT4W,SMD,SEN,AU,False,False,Schüttgut,25072.0,24907.0,,171.0,24736.0,0.9931344601919139,2019-05-24 00:00:00.000,793,False,True,Reklamation,,"sinnloses Öffnen von BE für &quot;verify corrective action) aus <font
color=black>Reklamation 20190012.

&nbsp;FA bei MK.",martin-krausse,2019-05-24 13:15:24.933,martin-krausse,2019-05-24 13:14:30.973,,,,,,EFTEC64T-1/2H für TS117S,,"AU-BETA-DRAHT 0,030 MM",A1508.10.76.3
461,477399,613357,ZXM61N02F,8X12NASAL.2: 7(unprobed),HDMOS,SMD,SOT23,AU,True,False,TA,140574.0,138752.0,1419.0,1654.0,135679.0,0.9778525714944649,2019-05-31 00:00:00.000,792,False,True,Q-Fehler,,"Abdrücke vom PickUp-Tool: TP1 betroffen.

Ausbeute: 97,78%.

FA: Kratzer (keine Abdrücke Bondtool).

--< <font color=""#22B14C"">Freigabe.",martin-krausse,2019-06-04 10:14:29.710,ingo-hoerselmann,2019-05-24 08:34:58.877,287; 304; 225,HP40369; HP40369; HP40369,441; 441; 441,,,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT TYP 0,038 MM",A161I1.49.4
462,478014,613593,ZXTN08400BFF,9Y18SNORE.7: 7(unprobed); 9Y17CHOSE.9: 14(unprobed),MT,SMD,SOT23F,CU,True,False,TA,239019.0,238466.0,3625.0,944.0,233897.0,0.9808400358961026,2019-06-04 00:00:00.000,791,False,False,Q-Fehler,,"Metallisierungsfehler (Metallisierung unter Bondkugel labil): TP1+2 betroffen.

-< Yield unauffällig .

--< <font color=""#22B14C"">Freigabe.",martin-krausse,2019-06-04 10:09:18.087,ingo-hoerselmann,2019-05-24 08:33:27.870,287; 225; 225; 275,HP40141N; HP40141N; HP40141N; HP40141N,608; 608; 608; 608,npn,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,038 MM Reißlast",A204L1.682.4
463,475868,613079,ZXTR2105FF,9X10WARES.5: 1(probed),MT,SMD,SOT23F,CU,True,True,TA,46808.0,41779.0,40.0,45.0,41694.0,0.997965485052299,2019-06-14 00:00:00.000,790,False,False,Q-Fehler,saw,"Sägeversatz: TP1 betroffen.

=< <font color=red>Verschrotten (IHö, FD).",ingo-hoerselmann,2019-06-13 14:10:15.227,ingo-hoerselmann,2019-05-24 08:30:06.880,328,HP40141N,608,npn,,TRÄGERBAND TB 301-6 6-row,,"PD PRO DRAHT 0,025 MM Reißlast",A204H1.682.4
464,475919,613127,ZXTN2031F,9Y19SHIPS.3: 12(unprobed); 9Y19SHIPS.4: 7(ringprobed),SS6,SMD,LFSOT23,AU,True,False,TA,190547.0,189175.0,2479.0,1788.0,184908.0,0.9774441654552662,2019-05-29 00:00:00.000,789,False,False,Q-Fehler,,"Erkennungsprobleme WireBonding 2.

-< betroffen: TP3 und 4 (je 24k),.

-< Gefahr von Kurzschlüssen EB.

-< Action: decap + check (blown on test).

--< Ausbeute: 97,74% .

<font color=""#22B14C"">--<Freigabe .",martin-krausse,2019-05-28 15:05:11.513,ingo-hoerselmann,2019-05-22 14:35:41.230,328; 287; 331; 287; 328; 304; 304; 287,HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250; 250; 250; 250,,X23N49CD,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,050 MM",A171U1.68.4
465,477459,613369,FZT849,9Y14APING.7: 2(unprobed); 9Y17JUMPS.4: 4(probed),HT,SMD,SOT223,CU,True,False,TA,28056.0,27641.0,888.0,247.0,26506.0,0.9589378097753337,2019-05-24 00:00:00.000,788,False,True,Allg. & ZVR.,komplett zerstört,"Ausbeute: 95,89%.

Gurten: 3 QJ (1xEB-Schluss, 2xkomplett kaputt).

FA: Überschlag nahe E-Bondkugeln.

3k NM: keine weiteren Ausfälle.

<font color=""#22B14C"">Freigabe.",ingo-hoerselmann,2019-05-24 08:33:11.160,martin-krausse,2019-05-22 08:31:12.327,,,,npn,FZT849D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
